정렬No.,출처파일,위치,기기번호,게이트명,표기명,입출구분,공간구분_NM,공간구분_code,세부유형_NM,세부유형_code,Tag_Code,라벨링_활동
119,입출문기록(24.6. ~ 25. 6.),SBL P1,011-86-1-1,011-86 P1 3F Q1-3100 (LN2 탱크 보관실),P1 3F Q1-3100 (LN2 탱크 보관실),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
120,입출문기록(24.6. ~ 25. 6.),SBL P1,011-86-1-1,011-86 P1 3F Q1-3100,P1 3F Q1-3100,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
121,입출문기록(24.6. ~ 25. 6.),SBL P1,011-87-1-1,011-87 P1_4F_연구실 주출입구,P1_4F_연구실 주출입구,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
122,입출문기록(24.6. ~ 25. 6.),SBL P1,011-88-1-1,011-88 P1_4F_연구실 부출입구,P1_4F_연구실 부출입구,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
123,입출문기록(24.6. ~ 25. 6.),SBL P1,011-89-1-1,011-89 P1_4F_폐기물실-1,P1_4F_폐기물실-1,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
124,입출문기록(24.6. ~ 25. 6.),SBL P1,011-90-1-1,011-90 P1_4F_폐기물실-2,P1_4F_폐기물실-2,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
125,입출문기록(24.6. ~ 25. 6.),SBL P1,011-9-1-1,011-09 P1_GMP_4F_Q1-4013(Micro ID Room),P1_GMP_4F_Q1-4013(Micro ID Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
126,입출문기록(24.6. ~ 25. 6.),SBL P1,011-91-1-1,011-91 P1_4F_LN2실,P1_4F_LN2실,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
127,입출문기록(24.6. ~ 25. 6.),SBL P1,011-92-1-1,011-92 P1_4F_Office,P1_4F_Office,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
128,입출문기록(24.6. ~ 25. 6.),SBL P1,011-93-1-1,011-93 P1_4F_ Mass Room,P1_4F_ Mass Room,-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
129,태깅문,SBL P1,012-01,012-01 DS-2504(QA Document Control),DS-2504(QA Document Control),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
130,태깅문,SBL P1,012-03,012-03 DS-1403B(전기실 외부)#53,DS-1403B(전기실 외부)#53,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
131,태깅문,SBL P1,012-04,012-04 DS-1403A(전기실 내부)#54,DS-1403A(전기실 내부)#54,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
132,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-04-01,012-04 DS-1403A(전기실 내부)#54 입문,DS-1403A(전기실 내부) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
133,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-04-02,012-04 DS-1403A(전기실 내부)#54 출문,DS-1403A(전기실 내부) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
134,태깅문,SBL P1,012-05,012-05 P1_GMP_1F_DS-1405(Waste Disposal Dock),P1_GMP_1F_DS-1405(Waste Disposal Dock),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
135,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-05-01,012-05 P1_GMP_1F_DS-1405(Waste Disposal Dock) 입문,P1 GMP 1F DS-1405(Waste Disposal Dock) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
136,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-05-02,012-05 P1_GMP_1F_DS-1405(Waste Disposal Dock) 출문,P1 GMP 1F DS-1405(Waste Disposal Dock) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
137,태깅문,SBL P1,012-07,012-07 P1_GMP_1F_DS-1400(Techcore/Mechanical Room),P1_GMP_1F_DS-1400(Techcore/Mechanical Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
138,태깅문,SBL P1,012-10,012-10 DS-1500A(사무실정문)#60,DS-1500A(사무실정문)#60,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
139,입출문기록(24.6. ~ 25. 6.),SBL P1,012-10-1-1,012-10 DS-1500A(사무실정문)#60,DS-1500A(사무실정문)#60,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
140,입출문기록(24.6. ~ 25. 6.),SBL P1,012-1-1-1,012-01 DS-2504(QA Document Control),DS-2504(QA Document Control),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
141,입출문기록(24.6. ~ 25. 6.),SBL P1,012-17-1-1,012-17 P1_K-GMP_2F_DS-2413(MCS Server Room),P1_K-GMP_2F_DS-2413(MCS Server Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
142,태깅문,SBL P1,012-18,012-18 P1_GMP_2F_DS-2413A(MCS Control Room),P1_GMP_2F_DS-2413A(MCS Control Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
143,입출문기록(24.6. ~ 25. 6.),SBL P1,012-18-1-1,012-18 P1_GMP_2F_DS-2413A(MCS Control Room),P1_GMP_2F_DS-2413A(MCS Control Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
144,태깅문,SBL P1,012-21,012-21 DS-2508A(QA 사무실)#71,DS-2508A(QA 사무실)#71,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
145,입출문기록(24.6. ~ 25. 6.),SBL P1,012-21-1-1,012-21 DS-2508A(QA 사무실)#71,DS-2508A(QA 사무실)#71,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
146,입출문기록(24.6. ~ 25. 6.),SBL P1,012-24-1-1,012-24  P1 2F DS-2513(Pacific Ocean),P1 2F DS-2513(Pacific Ocean),-,근무영역,G,협업공간,3,G3,"회의, 식사, 휴게"
147,입출문기록(24.6. ~ 25. 6.),SBL P1,012-24-1-1,012-24 P1_GMP_2F_DS-2513(Pacific Ocean),P1_GMP_2F_DS-2513(Pacific Ocean),-,근무영역,G,협업공간,3,G3,"회의, 식사, 휴게"
148,입출문기록(24.6. ~ 25. 6.),SBL P1,012-26-1-1,012-26 P1_GMP_3F_DS-3603(Waste Airlock (3F)),P1_GMP_3F_DS-3603(Waste Airlock (3F)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
149,입출문기록(24.6. ~ 25. 6.),SBL P1,012-27-1-1,012-27 DS-3207(발코니출입구)#77_입문,DS-3207(발코니출입구)#77_입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
150,입출문기록(24.6. ~ 25. 6.),SBL P1,012-27-1-2,012-27 DS-3207(발코니출입구)#77_출문,DS-3207(발코니출입구)#77_출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
151,입출문기록(24.6. ~ 25. 6.),SBL P1,012-28-1-1,012-28 P1_GMP_3F_DS-3201(Techcore),P1_GMP_3F_DS-3201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
152,입출문기록(24.6. ~ 25. 6.),SBL P1,012-29-1-1,012-29 P1_GMP_3F_DS-3201(Techcore 입문),P1_GMP_3F_DS-3201(Techcore 입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
153,입출문기록(24.6. ~ 25. 6.),SBL P1,012-29-1-2,012-29 P1_GMP_3F_DS-3201(Techcore 출문),P1_GMP_3F_DS-3201(Techcore 출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
154,입출문기록(24.6. ~ 25. 6.),SBL P1,012-30-1-1,012-30 P1_GMP_3F_DS-3202(I/O Room),P1_GMP_3F_DS-3202(I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
155,태깅문,SBL P1,012-31,012-31 P1_3F_DS-3503(Storage Room),P1_3F_DS-3503(Storage Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
156,입출문기록(24.6. ~ 25. 6.),SBL P1,012-3-1-1,012-03 DS-1403B(전기실 외부)#53,DS-1403B(전기실 외부)#53,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
157,입출문기록(24.6. ~ 25. 6.),SBL P1,012-31-1-1,012-31 P1_3F_DS-3503(Storage Room),P1_3F_DS-3503(Storage Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
158,태깅문,SBL P1,012-32,012-32 W1-3004(중앙복도자동문)*82,W1-3004(중앙복도자동문)*82,-,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
159,입출문기록(24.6. ~ 25. 6.),SBL P1,012-33-1-1,012-33 P1_GMP_3F_DS-3512(Sample Transfer Area),P1_GMP_3F_DS-3512(Sample Transfer Area),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
160,입출문기록(24.6. ~ 25. 6.),SBL P1,012-34-1-1,012-34 P1_K-GMP_3F_DS-3515(DS Gowning (W)),P1_K-GMP_3F_DS-3515(DS Gowning (W)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
161,태깅문,SBL P1,012-35,012-35 P1_K-GMP_3F_DS-3522(DS Gowning (M)),P1_K-GMP_3F_DS-3522(DS Gowning (M)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
162,입출문기록(24.6. ~ 25. 6.),SBL P1,012-35-1-1,012-35 P1_K-GMP_3F_DS-3522(DS Gowning (M)),P1_K-GMP_3F_DS-3522(DS Gowning (M)),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
163,태깅문,SBL P1,012-36,012-36 P1_GMP_3F_DS-3534(Techcore - CNC Corridor),P1_GMP_3F_DS-3534(Techcore - CNC Corridor),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
164,입출문기록(24.6. ~ 25. 6.),SBL P1,012-36-1-1,012-36 P1_GMP_3F_DS-3534(Techcore - CNC Corridor),P1_GMP_3F_DS-3534(Techcore - CNC Corridor),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
165,태깅문,SBL P1,012-38,012-38 P1_GMP_3F_DS-3502(Vestibule),P1_GMP_3F_DS-3502(Vestibule),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
166,입출문기록(24.6. ~ 25. 6.),SBL P1,012-38-1-1,012-38 P1_GMP_3F_DS-3502(Vestibule),P1_GMP_3F_DS-3502(Vestibule),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
167,입출문기록(24.6. ~ 25. 6.),SBL P1,012-40-1-1,012-40 P1 4F DS-4501 피플 회의실-2(교육),P1 4F DS-4501 피플 회의실-2(교육),IN,근무영역,G,협업공간,3,G3,"회의, 식사, 휴게"
168,태깅문,SBL P1,012-41,012-41 DS-1500B(사무실후문)#91,DS-1500B(사무실후문)#91,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
169,입출문기록(24.6. ~ 25. 6.),SBL P1,012-4-1-1,012-04 DS-1403A(전기실 내부)#54,DS-1403A(전기실 내부)#54,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
170,입출문기록(24.6. ~ 25. 6.),SBL P1,012-41-1-1,012-41 DS-1500B(사무실후문)#91,DS-1500B(사무실후문)#91,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
171,입출문기록(24.6. ~ 25. 6.),SBL P1,012-42-1-1,012-42 P1_2F_DS-2509_인도양 회의실(교육),P1_2F_DS-2509_인도양 회의실(교육),IN,근무영역,G,협업공간,3,G3,"회의, 식사, 휴게"
172,입출문기록(24.6. ~ 25. 6.),SBL P1,012-43-1-1,012-43 P1_GMP_5F_DS-5202(I/O Room),P1_GMP_5F_DS-5202(I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
173,태깅문,SBL P1,012-44,012-44 P1_GMP_5F_DS-5201(Techcore),P1_GMP_5F_DS-5201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
174,입출문기록(24.6. ~ 25. 6.),SBL P1,012-44-1-1,012-44 P1_GMP_5F_DS-5201(Techcore),P1_GMP_5F_DS-5201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
175,태깅문,SBL P1,012-45,012-45 DS-5701(옥상)(발코니출입구)#95_출문,DS-5701(옥상)(발코니출입구)#95_출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
176,입출문기록(24.6. ~ 25. 6.),SBL P1,012-45-1-1,012-45 DS-5701(옥상)(발코니출입구)#95_입문,DS-5701(옥상)(발코니출입구)#95_입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
177,입출문기록(24.6. ~ 25. 6.),SBL P1,012-45-1-2,012-45 DS-5701(옥상)(발코니출입구)#95_출문,DS-5701(옥상)(발코니출입구)#95_출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
178,태깅문,SBL P1,012-46,012-46 DS-5702(발코니출입구)#96_입문,DS-5702(발코니출입구)#96_입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
179,입출문기록(24.6. ~ 25. 6.),SBL P1,012-46-1-1,012-46 DS-5702(옥상)(발코니출입구)#96_입문,DS-5702(옥상)(발코니출입구)#96_입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
180,입출문기록(24.6. ~ 25. 6.),SBL P1,012-46-1-2,012-46 DS-5702(옥상)(발코니출입구)#96_출문,DS-5702(옥상)(발코니출입구)#96_출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
181,입출문기록(24.6. ~ 25. 6.),SBL P1,012-47-1-1,012-47 P1_GMP_5F_DS-5608(Waste Airlock (5F)),P1_GMP_5F_DS-5608(Waste Airlock (5F)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
182,입출문기록(24.6. ~ 25. 6.),SBL P1,012-48-1-1,012-48 P1_GMP_5F_DS-5201(Techcore),P1_GMP_5F_DS-5201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
183,입출문기록(24.6. ~ 25. 6.),SBL P1,012-49-1-1,012-49 P1_GMP_6F_DP-6916(DP Packaging),P1_GMP_6F_DP-6916(DP Packaging),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
184,입출문기록(24.6. ~ 25. 6.),SBL P1,012-50-1-1,012-50 P1_GMP_6F_DP-6608(Inspection Room 좌측),P1_GMP_6F_DP-6608(Inspection Room 좌측),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
185,입출문기록(24.6. ~ 25. 6.),SBL P1,012-5-1-1,012-05 P1_GMP_1F_DS-1405(Waste Disposal Dock),P1_GMP_1F_DS-1405(Waste Disposal Dock),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
186,입출문기록(24.6. ~ 25. 6.),SBL P1,012-51-1-1,012-51 P1_GMP_6F_DP-6608(Inspection Room 우측),P1_GMP_6F_DP-6608(Inspection Room 우측),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
187,태깅문,SBL P1,012-55,012-55 DS-6504(홍보전시실)#105,DS-6504(홍보전시실)#105,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
188,입출문기록(24.6. ~ 25. 6.),SBL P1,012-55-1-1,012-55 DS-6504(홍보전시실)#105,DS-6504(홍보전시실)#105,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
189,입출문기록(24.6. ~ 25. 6.),SBL P1,012-56-1-1,012-56 P1_K-GMP_6F_DS-6322(DP Server Room),P1_K-GMP_6F_DS-6322(DP Server Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
190,입출문기록(24.6. ~ 25. 6.),SBL P1,012-57-1-1,012-57 P1_GMP_6F_DS-6323(MCS-DP Control Room),P1_GMP_6F_DS-6323(MCS-DP Control Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
191,입출문기록(24.6. ~ 25. 6.),SBL P1,012-58-1-1,012-58 P1_K-GMP_6F_DS-6605(Cell Bank Storage),P1_K-GMP_6F_DS-6605(Cell Bank Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
192,입출문기록(24.6. ~ 25. 6.),SBL P1,012-59-1-1,012-59 P1_GMP_6F_DS-6612(Waste Airlock (6F)),P1_GMP_6F_DS-6612(Waste Airlock (6F)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
193,입출문기록(24.6. ~ 25. 6.),SBL P1,012-60-1-1,012-60 P1_GMP_6F_DS-6112(Techcore),P1_GMP_6F_DS-6112(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
194,입출문기록(24.6. ~ 25. 6.),SBL P1,012-6-1-1,012-06 P1_GMP_1F_DS-1416(I/O Room),P1_GMP_1F_DS-1416(I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
195,입출문기록(24.6. ~ 25. 6.),SBL P1,012-61-1-1,012-61 P1_GMP_6F_DS-6325(I/O Room),P1_GMP_6F_DS-6325(I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
196,태깅문,SBL P1,012-65,012-65 P1_GMP_7F_DS-7201(Techcore),P1_GMP_7F_DS-7201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
197,입출문기록(24.6. ~ 25. 6.),SBL P1,012-65-1-1,012-65 P1_GMP_7F_DS-7201(Techcore),P1_GMP_7F_DS-7201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
198,입출문기록(24.6. ~ 25. 6.),SBL P1,012-66-1-1,012-66 P1_GMP_7F_DS-7606(Waste Airlock (7F)),P1_GMP_7F_DS-7606(Waste Airlock (7F)),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
199,입출문기록(24.6. ~ 25. 6.),SBL P1,012-67-1-1,012-67 P1_GMP_7F_DS-7201(Techcore),P1_GMP_7F_DS-7201(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
200,입출문기록(24.6. ~ 25. 6.),SBL P1,012-68-1-1,012-68 P1_GMP_7F_DS-7202(I/O Room),P1_GMP_7F_DS-7202(I/O Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
201,입출문기록(24.6. ~ 25. 6.),SBL P1,012-69-1-1,012-69 P1_2F_DS-2515(Vestibule),P1_2F_DS-2515(Vestibule),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
202,입출문기록(24.6. ~ 25. 6.),SBL P1,012-7-1-1,012-07 P1_GMP_1F_DS-1400(Techcore/Mechanical Room),P1_GMP_1F_DS-1400(Techcore/Mechanical Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
203,입출문기록(24.6. ~ 25. 6.),SBL P1,012-72-1-1,012-72 DS-R101(배기 팬룸(서))#122(입문),DS-R101(배기 팬룸(서))#122(입문),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
204,입출문기록(24.6. ~ 25. 6.),SBL P1,012-72-1-2,012-72 DS-R101(배기 팬룸(서))#122(출문),DS-R101(배기 팬룸(서))#122(출문),OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
205,태깅문,SBL P1,012-73,012-73 P1_GMP_8F_DS-8301(Techcore/Mechanical Room),P1_GMP_8F_DS-8301(Techcore/Mechanical Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
206,입출문기록(24.6. ~ 25. 6.),SBL P1,012-73-1-1,012-73 P1_GMP_8F_DS-8301(Techcore/Mechanical Room),P1_GMP_8F_DS-8301(Techcore/Mechanical Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
207,입출문기록(24.6. ~ 25. 6.),SBL P1,012-77-1-1,012-77 DS-2510B(PIP사무실2) #127,DS-2510B(PIP사무실2) #127,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
208,태깅문,SBL P1,012-78,012-78 DS-2510A(PIP사무실1)#128,DS-2510A(PIP사무실1)#128,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
209,입출문기록(24.6. ~ 25. 6.),SBL P1,012-78-1-1,012-78 DS-2510A(PIP사무실1)#128,DS-2510A(PIP사무실1)#128,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
210,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-79-1-1,012-79 DS-2523(모성보호실)[입문],P2 4F 모성보호실 입문,IN,비근무영역,N,휴게공간,1,N1,"식사, 휴게"
211,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-79-1-2,012-79 DS-2523(모성보호실)[출문],P2 4F 모성보호실 출문,OUT,이동구간,T,건물/구역 연결,1,T1,"식사, 휴게, 내부이동"
212,태깅문,SBL P1,012-80,012-80 DS-2508B (QA 사무실후문)#130,DS-2508B (QA 사무실후문)#130,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
213,입출문기록(24.6. ~ 25. 6.),SBL P1,012-80-1-1,012-80 DS-2508B (QA 사무실후문)#130,DS-2508B (QA 사무실후문)#130,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
214,입출문기록(24.6. ~ 25. 6.),SBL P1,012-8-1-1,012-08 P1_GMP_1F_DS-1201(Elevator Vestibule),P1_GMP_1F_DS-1201(Elevator Vestibule),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
215,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-82-01,012-82 P1_1F_DS-1400(Utility Room) 입문 ,P1 1F DS-1400(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
216,복사본 (공유용) 근무지역 구분 게이트 정보_250710,SBL P1,012-82-02,012-82 P1_1F_DS-1400(Utility Room) 출문,P1 1F DS-1400(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
217,입출문기록(24.6. ~ 25. 6.),SBL P1,012-82-1-1,012-82 P1_1F_DS-1400(Utility Room) 입문,P1_1F_DS-1400(Utility Room) 입문,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
218,입출문기록(24.6. ~ 25. 6.),SBL P1,012-82-1-2,012-82 P1_1F_DS-1400(Utility Room) 출문,P1_1F_DS-1400(Utility Room) 출문,OUT,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
219,입출문기록(24.6. ~ 25. 6.),SBL P1,012-83-1-1,012-83 P1_1F_DS-3204(Auxiliary Room),P1_1F_DS-3204(Auxiliary Room),-,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
220,입출문기록(24.6. ~ 25. 6.),SBL P1,012-89-1-1,012-89 P1_GMP_1F_DS-1405(Waste Disposal Dock 내부),P1_GMP_1F_DS-1405(Waste Disposal Dock 내부),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
221,입출문기록(24.6. ~ 25. 6.),SBL P1,012-90-1-1,012-90 P1_GMP_6F_DS-6112(Techcore),P1_GMP_6F_DS-6112(Techcore),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
222,입출문기록(24.6. ~ 25. 6.),SBL P1,012-91-1-1,012-91 P1_GMP_1F_DS-1400(기계실-폐기물처리장),P1_GMP_1F_DS-1400(기계실-폐기물처리장),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
223,입출문기록(24.6. ~ 25. 6.),SBL P1,012-92-1-1,012-92 P1_K-GMP_3F_DS-3137(Bulk Fill Gown),P1_K-GMP_3F_DS-3137(Bulk Fill Gown),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
224,입출문기록(24.6. ~ 25. 6.),SBL P1,012-93-1-1,012-93 P1_K-GMP_6F_DS-6311(Inocculum 2 Gowning),P1_K-GMP_6F_DS-6311(Inocculum 2 Gowning),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
225,입출문기록(24.6. ~ 25. 6.),SBL P1,012-94-1-1,012-94 P1_K-GMP_6F_DS-6309(Inocculum 1 Gowning),P1_K-GMP_6F_DS-6309(Inocculum 1 Gowning),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
226,입출문기록(24.6. ~ 25. 6.),SBL P1,012-95-1-1,012-95 P1_GMP_7F_DS-7604(CC Cold Storage),P1_GMP_7F_DS-7604(CC Cold Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
227,입출문기록(24.6. ~ 25. 6.),SBL P1,012-96-1-1,012-96 P1_K-GMP_7F_DS-7302(Small Media Prep Gown.),P1_K-GMP_7F_DS-7302(Small Media Prep Gown.),IN,근무영역,G,보조업무공간,2,G2,"준비, 식사, 휴게"
228,입출문기록(24.6. ~ 25. 6.),SBL P1,012-97-1-1,012-97 P1_GMP_6F_DS-6066(LN2 Storage),P1_GMP_6F_DS-6066(LN2 Storage),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
229,태깅문,SBL P1,012-98,012-98 DS-2501C(PIP사무실3),DS-2501C(PIP사무실3),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
230,입출문기록(24.6. ~ 25. 6.),SBL P1,012-98-1-1,012-98 DS-2501C(PIP사무실3),DS-2501C(PIP사무실3),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
231,태깅문,SBL P1,013-01,013-01 DP동 5층(Future Room),DP동 5층(Future Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
232,태깅문,SBL P1,013-02,013-02 P1_GMP_5F_DP-5211(Corridor),P1_GMP_5F_DP-5211(Corridor),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
233,태깅문,SBL P1,013-06,013-06 P1_GMP_8F_DP-8214(Inspection and Packaging),P1_GMP_8F_DP-8214(Inspection and Packaging),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
234,입출문기록(24.6. ~ 25. 6.),SBL P1,013-1-1-1,013-01 DP동 5층(Future Room),DP동 5층(Future Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
235,입출문기록(24.6. ~ 25. 6.),SBL P1,013-14-1-1,013-14 DP-6115(DP HVAC실)*144,DP-6115(DP HVAC실)*144,IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
236,태깅문,SBL P1,013-16,013-16 P1_GMP_7F_DP-7214(Packing Room),P1_GMP_7F_DP-7214(Packing Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
237,입출문기록(24.6. ~ 25. 6.),SBL P1,013-16-1-1,013-16 P1_GMP_7F_DP-7214(Packing Room),P1_GMP_7F_DP-7214(Packing Room),IN,근무영역,G,주업무공간,1,G1,"업무, 식사, 휴게"
