location_code,location_name,usage_count,tag_code
516-17-1-1,516-17 P5_MS동_1층_MS-1702A(기계실),59,G1
602-6-1-1,602-06 GH_1층_P4-A3-1913(세탁소),59,N2
701-16-1-2,701-16_P4-BP2 브릿지 S/G #수동문 출문,59,T1
102-8-1-1,102-08 P4_1층_P4-MF-1517(UTILITY ROOM-2),58,G1
50-18-1-1,50-18 ADC_1F_WH-1202(폐기물수집실)_출문,58,T3
50-98-1-2,50-98 ADC_1F_MF_1501(HDW TANK)_출문,58,T3
503-5-1-1,503-05 P4_GMP_5F_SB-5211(TECHNICAL CORE_5F),58,G1
512-59-1-1,512-59 P5_GMP_3F_DS-3236(Gowning A/L),58,G2
515-65-1-1,515-65 P5_GMP_3F_DS-3101(TECHNICAL CORE_3F),58,G1
103-9-1-1,103-09 P4_GMP_1F_WH-1212(INCOMING & TRANSFER DOCK),57,G1
307-8-1-1,307-08 P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 입문,57,N1
50-16-1-1,50-16 ADC_1F_WH-1201(반입도크 #1)_입문,57,T2
50-16-1-2,50-16 ADC_1F_WH-1201(반입도크 #1)_출문,57,T3
501-5-1-1,501-05 P4_GMP_5F_SA-5180(STORAGE(CLEAN)),57,G1
516-6-1-1,516-06 P5_GMP_1F_MS-1117(Entrance(W)),57,T2
014-45-1-1,014-45 W1-1129(반입도크[방화문]),56,G1
302-15-1-1,302-15 P4_GMP_3F_SB-3172(Waste A/L),56,G1
50-98-1-1,50-98 ADC_1F_MF_1501(HDW TANK)_입문,56,T2
505-10-1-1,505-10 P4_GMP_5F_MF-5312(AUTOMATION SERVER ROOM),56,G1
023-27-1-1,023-27 P2_GMP_1F_DS-1401(Techcore (PP)),55,G1
102-12-1-1,102-12 P4_GMP_1F_SB-1173(EM EQUIPMENT STORAGE_1F),55,G1
518-26-1-2,518-26 P5_UT동_1층_P5-UT-1373(주 출입구 출문),55,T2
701-33-1-1,701-33 BP2_5층 University Sub Swing Gate 입문,55,G4
011-83-1-1,011-83 P1 3F Q1-3017,54,G1
012-66-1-1,012-66 P1_GMP_7F_DS-7606(Waste Airlock (7F)),54,G1
024-89-1-1,24-89 P2_DS동_1층_AD-1216_Global Hall-2(교육),54,G4
025-5-1-1,025-05-01-01 P2_DP동_4층_DP-4602(전기실),54,G1
035-53-1-1,035-53 P3_유틸리티동_3층_UT-3023(공조기실[북측]),54,G1
203-4-1-1,203-04 P4_GMP_2F_SB-2173(Airlock),54,G1
401-13-1-1,401-13 P4_GMP_4F_P4-SA-4212(Techcore),54,G1
43-35-1-1,043-35-1 개발동 4층(옥상)중앙출입구,54,T2
514-44-1-1,514-44 P5_DS동_3층_DS-3373(복도-2(남측)입문),54,T1
013-32-1-1,013-32 P1_GMP_6F_DP-6917(DS Thawing Room),53,G1
101-15-1-1,101-15 P4_GMP_1F_SA-1159(GOWNING A/L),53,G2
101-16-1-1,101-16 P4_GMP_1F_SA-1160(MATERIAL A/L),53,G1
516-10-1-1,516-10  P5_MS동_1층_MS-1111(반출도크-3),53,G1
516-33-1-1,516-33 P5_MS동_2층_MS-2701A(UPRIGHT FREEZER (PHASE-1,52,G1
700-42-1-1,700-42_P2 바이오파크 방향 수동문 입문,52,T2
700-53-1-1,700-53_P3 좌측 바이오파크 방향 수동문 입문,52,T2
022-29-1-2,022-29-02 P2_커뮤니티동_3층_협의회실-2,51,G1
024-73-1-1,024-73-01-01 P2_DP동_2층_AD-2109(밸리데이션 랩),51,G1
103-18-1-1,103-18 P4_1층_P4-WH-1715(냉동창고 기계실),51,G1
301-18-1-1,301-18 P4_GMP_3F_MF-3413(HVAC Room),51,G1
43-35-1-2,043-35-2 개발동 4층(옥상)중앙출입구,51,T2
502-19-1-1,502-19 P4_GMP_5F_SB-5180(STORAGE),51,G1
700-86-1-1,700-86 공조기실(Q1-1300) 입문,51,T2
701-33-1-2,701-33 BP2_5층 University Sub Swing Gate 출문,51,G4
013-20-1-1,013-20 P1_GMP_7F_DP-7610(Waste Airlock (DP 7F)),50,G1
024-4-1-1,024-04-01-01 P2_DP동_1층_WH-1602(전기실),50,G1
094-3-2-2,94-03 SBL2단지_삼성엔지니어링 가설사무실  메인로비 스피트게이트 -3 출문,50,N1
31-22-1-1,031-22 P3_생산동_2층_DS-2221(CLEANSTEAMGENERATOR룸,50,G1
31-9-1-1,031-09 P3_GMP_2F_DS-2228(EM Equipment Storage-4),50,G1
403-5-1-1,403-05 P4_GMP_4F_QC-4522(Storage-7),50,G1
501-9-1-1,501-09 P4_GMP_5F_SA-5180(STORAGE(CLEAN)),50,G1
503-7-1-1,503-07 P4_GMP_5F_SB-5112(Small Scale MP Gown),50,G1
511-2-1-1,511-02 P5_DS동_1층_DS-1203A(파우더실(남)),50,G2
512-3-1-1,512-03 P5_DS동_1층_DS-1613(ELEC ROOM),50,G1
600-69-1-1,600-69 BP2_5층_P4-A2-5201(대강당 출석체크-4),50,G4
014-42-1-1,014-42 P1_K-GMP_3F_W1-3090(Deep Freezer Room),49,G1
036-5-1-1,036-05 P3_폐수처리장_2층_W-207(HALL),49,G1
405-5-1-1,405-05 P4_GMP_4F_QC-4517(LN2 Supply Room-2),49,G1
407-8-1-1,407-08 P4_GMP_4F_QC-4124(Corridor),49,T1
43-40-1-2,043-40 개발동 1층 하역장(출문),49,T3
519-10-1-1,519-10 P5_WWT동_3층_P5-WT-3301(CCR),49,G1
52-58-1-1,52-58 ADC_GMP_3F_QC-3215(EM Storage Room),49,G1
700-20-1-2,700-20_P1 메인로비 S/G #수동문	 출문,49,N1
700-85-1-1,700-85_P3 UT 비상EV 수동문 입문,49,T2
700-85-1-2,700-85_P3 UT 비상EV 수동문 출문,49,T3
700-94-1-1,700-94 P4_생산동_정문 SPEED GATE-3 입문,49,T2
101-13-1-1,101-13 P4_GMP_1F_SA-1150(MATERIAL A/L),48,G1
514-78-1-1,514-78 P5_DS동_2층_DS-2985(예비실),48,G1
518-26-1-1,518-26 P5_UT동_1층_P5-UT-1373(주 출입구 입문),48,T2
52-60-1-1,52-60 ADC_GMP_3F_QC-3201(Gowning A/L),48,G2
307-8-1-2,307-08 P4_MEZZ. 3층_P4-AD-3M331(모성보호실) - 출문,47,N1
31-42-1-1,031-42 P3_생산동_2층_DS-2413(HV GENERATOR룸[서측]),47,G1
32-27-1-1,032-27 P3_GMP_3F_DS-3230(Technical Core (CC)),47,G1
50-6-1-1,50-06 ADC_GMP_1F_WH-1101(Upright Freezer Room),47,G1
516-3-1-1,516-03 P5_GMP_1F_MS-1103(CRT Vestibule-1),47,G1
203-7-1-1,203-07 P4_2층_P4-WH-2718(냉동창고 기계실),46,G1
30-7-1-1,030-07 P3_K-GMP_1F_WH-1212(Sampling Entrance (W)),46,T2
501-3-1-1,501-03 P4_GMP_5F_SA-5182(EM EQUIPMENT STORAGE),46,G1
514-3-1-1,514-03 P5_GMP_1F_DS-1127B(P. A/L),46,G1
700-70-1-2,700-70_P4 P3 방향-2 수동문	출문,46,T3
023-5-1-2,023-05 P2_GMP_1F_DS-1505(Utility Room) 출문,45,T3
014-27-1-1,014-27 P1_K-GMP_3F_W1-3010(Cold Storage),44,G1
025-43-1-1,025-43 P2_K-GMP_5F_CM-5144(Inoc Gown),44,G1
102-2-1-1,102-02 P4_1층_P4-MF-1515(UTILITY ROOM-1),44,G1
30-27-1-1,030-27 P3_GMP_1F_DS-1514(Freeze & Thaw techcore),44,G1
407-11-1-1,407-11 P4_4층_P4-QC-4229(Sample control room),44,G1
503-9-1-1,503-09 P4_GMP_5F_SB-5172(Waste A/L),44,G1
504-7-1-1,504-07 P4_GMP_5F_P4-SA-5212(Techcore),44,G1
515-60-1-1,515-60 P5_DS동_3층_DS-3351(탕비실-A(서측)),44,G1
023-12-1-1,023-12 P2_K-GMP_1F_DS-1242(Bulk Fill Gowning),43,G2
025-23-1-1,025-23 P2_K-GMP_5F_CM-5222(Bulk Fill Gown),43,G1
035-12-1-1,035-12 P3_유틸리티동_1층_UT-1012(Office Room-후문),43,T3
29-22-1-1,029-22 P3_생산동_1층_DS-1334(IT 지원실),43,G1
30-52-1-2,030-52 P3_생산동_1층_WH-1225(반입도크-2[출문]),43,T3
34-45-1-1,034-45 P3_생산동_4F_AD-4411(HVAC Room-2),43,G1
514-61-1-1,514-61 P5_GMP_3F_DS-3263(M. AL),43,G1
514-77-1-1,514-77 P5_DS동_3층_DS-3978(INTERIM STORAGE),43,G1
011-61-1-1,011-61 P1_2F_Q1-2000(QC Laboratory (2F)),42,G1
101-14-1-1,101-14 P4_GMP_1F_SA-1149(GOWNING A/L),42,G2
402-1-1-1,402-01 P4_GMP_4F_QC-4520(Corridor),42,T1
402-10-1-1,402-10 P4_GMP_4F_MF-4416(HVAC Room-6),42,G1
516-11-1-1,516-11 P5_MS동_1층_MS-1112(반출입도크),42,G1
024-11-1-1,024-11 P2_GMP_1F_WH-1709 (BMS Server Room),41,G1
033-84-1-1,033-84 P3_GMP_4F_PD-4386(Storage Room (MPL)),41,G1
502-20-1-1,502-20 P4_GMP_5F_MF-5413(HVAC Room-3),41,G1
514-11-1-1,514-11 P5_GMP_1F_DS-1111(Material A/L),41,G1
516-51-1-1,516-51 P5_MS동_3층_MS-3340(CLIENT ROOM-2),41,G1
203-10-1-1,203-10 P4_2층_P4-WH-2719(냉장창고 기계실),40,G1
29-14-1-1,029-14 P3_생산동_1층_DS-1511(BIO WASTE ROOM),40,G1
29-42-1-1,029-42 P3_GMP_1.5F_DS-A211(Technical Core (PP)),40,G1
301-22-1-1,301-22 P4_GMP_3F_MF-3411(HVAC Room),40,G1
31-3-1-1,031-03 P3_생산동_2층_DS-2611(2F-TPS-1W),40,G1
516-2-1-1,516-02 P5_GMP_1F_MS-1103(CRT Vestibule-1),40,G1
012-97-1-1,012-97 P1_GMP_6F_DS-6066(LN2 Storage),39,G1
023-82-1-1,023-82 P2_K-GMP_5F_DS-5147(Small Media Prep Gown.),39,G1
033-77-1-1,033-77 P3_GMP_4F_PD-4128(Cell Culture Process),39,G1
033-81-1-1,033-81 P3_GMP_4F_PD-4124(Inoculum Room (MPL)),39,G1
204-2-1-1,204-02 P4_2층_P4-AD-2311(사무실-1),39,G1
34-24-1-1,034-24 P3_GMP_5F_DS-5204(mRNA Entrance(F)),39,T2
504-14-1-1,504-14 P4_GMP_5F_MF-5411(HVAC Room-1),39,G1
51-44-1-1,51-44 ADC_GMP_2F_WH-2209(GOWNING A/L 4-2(IN)),39,G2
516-38-1-1,516-38 P5_MS동_2층_MS-2705C(기계실 (PHASE-1)),39,G1
523-22-1-1,523-22 P5_MS동_DS 방향 화물 Gate 입문,39,T2
700-83-1-1,700-83_P3 UT 정문 수동문-입문,39,T2
012-24-1-1,012-24  P1 2F DS-2513(Pacific Ocean),38,G1
022-63-1-1,022-63 P2_커뮤니티동_1층_B-lab-2,38,G1
025-51-1-1,025-51 P2_K-GMP_4F_CM-4622(Cell Bank Storage),38,G1
027-2-1-1,027-02-01-01 P2_폐수처리장_외부 출입구-1,38,T2
101-7-1-1,101-07 P4_1층_P4-MF-1512(BWI ROOM),38,G1
204-5-1-1,204-05 P4_GMP_2F_MF-2661(MCS/IO ROOM),38,G1
30-22-1-1,030-22 P3_생산동_1층_DS-1180(기계실-7),38,G1
503-10-1-1,503-10 P4_GMP_5F_SB-5174(EM Equipment Storage),38,G1
505-16-1-1,505-16 P4_GMP_5F_SA-5179(STORAGE(CLEAN)),38,G1
512-26-1-1,512-26 P5_GMP_2F_DS-2201A(TECHNICAL CORE_2F),38,G1
514-9-1-1,514-09 P5_DS동_1층_DS-1703(냉장기계실),38,G1
516-35-1-1,516-35 P5_MS동_2층_MS-2703(WALK-IN FREEZER 전실),38,G1
600-12-1-1,600-12 BP2_1층_P4-A2-1201(BSB 사무실),38,G1
603-3-1-2,603-03 BP1_3F 경영진단팀 면담실 (출문),38,T3
094-1-2-2,94-01 SBL2단지_삼성엔지니어링 가설사무실 메인로비 스피트게이트 -1 출문,37,N1
43-40-1-1,043-40 개발동 1층 하역장(입문),37,T2
505-15-1-1,505-15 P4_GMP_5F_SA-5172(Waste A/L),37,G1
519-14-1-1,519-14 P5_GMP_1F_US-1202(Receiving/Shipping Dock),37,G1
600-33-1-1,600-33 BP2_5층_P4-A2-5204(대기실),37,N1
700-49-1-1,700-49_P3 바이오프라자 방향 수동문 입문,37,T2
014-55-1-1,014-55 P1_GMP_2F_W1-2113(HVAC Room),36,G1
023-5-1-1,023-05 P2_GMP_1F_DS-1505(Utility Room) 입문,36,T2
024-97-1-1,024-97 P2_GMP_1F_WH-1971(Elevator Vestibule),36,G1
025-54-1-1,025-54 P2_K-GMP_4F_CM-4104(Inoculum Gown),36,G1
025-67-1-1,025-67 P2_DP동_5F_DS-5501(HVAC Room),36,G1
033-68-1-1,033-68 P3_4F_AD-4349_대교육실-2(교육),36,G4
301-19-1-1,301-19 P4_GMP_3F_MF-3412(HVAC Room),36,G1
516-13-1-1,516-13 P5_GMP_1F_MS-1701A(Cold room(5℃)),36,G1
701-30-1-2,701-30 BP2_5층 University Main Swing Gate 출문,36,G4
013-35-1-1,013-35 P1_6F_DP-6201(Mechanical Room),35,G1
023-25-1-1,023-25-01-01 P2_DS동_1층_DS-1504(보일러실 2),35,G1
023-78-1-1,023-78-01-01 P2_DS동_5층_DS-5602(전기실),35,G1
024-3-1-1,024-03 P2_GMP_1F_WH-1603(DP Control Room),35,G1
101-2-1-1,101-02 P4_1층_P4-MF-1851(방재실),35,G1
29-50-1-1,029-50 P3_K-GMP_1F_DS-1625A(MCS DS S/C Room),35,G1
50-21-1-1,50-21 ADC_1F_WH-1204(NON-GMP 도크)_출문,35,T3
502-16-1-1,502-16 P4_GMP_5F_SB-5179(STORAGE),35,G1
003-6-1-1,003-06 P3_생산동_정문 SWING GATE 입문,34,T2
012-8-1-1,012-08 P1_GMP_1F_DS-1201(Elevator Vestibule),34,G1
024-32-1-1,024-32 P2_K-GMP_1F_WH-1714(IT Control Room),34,G1
102-6-1-1,102-06 P4_GMP_1F_SB-1924(FREEZER ROOM),34,G1
201-11-1-1,201-11 P4_GMP_2F_MF-2413(HVAC Room-1),34,G1
32-46-1-1,032-46 P3_생산동_3층_DS-3417(Spare Parts[우측]),34,G1
700-70-1-1,700-70_P4 P3 방향-2 수동문	입문,34,T2
700-90-1-2,700-90_P4 P3 방향-1 수동문 출문,34,T3
022-17-1-1,022-17-01 P2_커뮤니티동_4층(옥상)_공조실(계단실-3,33,T1
202-14-1-1,202-14 P4_2층_P4-WH-2718(냉동창고 기계실),33,G1
404-3-1-1,404-03 P4_GMP_4F_P4-SA-4211(Techcore),33,G1
514-44-1-2,514-44 P5_DS동_3층_DS-3373(복도-2(남측)출문),33,T1
523-1-1-2,523-01 P5_DS동_Sub 로비 화물 Gate 출문,33,N1
523-45-1-1,523-45  P5_MS동_보안동 방향 안면 S/G #2 입문,33,T2
700-53-1-2,700-53_P3 좌측 바이오파크 방향 수동문 출문,33,T3
701-12-2-2,701-12 정문동_정문 Swing GATE 출문,33,T2
012-57-1-1,012-57 P1_GMP_6F_DS-6323(MCS-DP Control Room),32,G1
023-31-1-1,023-31 P2_GMP_1F_DS-1403(Techcore (PP)),32,G1
035-47-1-1,035-47 P3_유틸리티동_3층_UT-3025(MAINTENANCE SHOP),32,G1
31-43-1-1,031-43 P3_생산동_2층_DS-2413(HV GENERATOR룸[동측]),32,G1
516-47-1-1,516-47 P5_MS동_3층_MS-3396(DATA CENTER),32,G1
700-20-1-1,700-20_P1 메인로비 S/G #수동문	 입문,32,N1
023-66-1-1,023-66 P2_GMP_4F_DS-4401(Techcore (CC)),31,G1
033-74-1-1,033-74 P3_GMP_4F_PD-4129(Material Airlock),31,G1
035-37-1-1,035-37 P3_유틸리티동_3층_UT-3001(GIS RM),31,G1
035-40-1-1,035-40 P3_유틸리티동_3층_UT-3007(전기실-1[남측]),31,G1
102-16-1-1,102-16 P4_1층_P4-MF-1644(MCC),31,G1
302-22-1-1,302-22 P4_GMP_3F_MF-3414(HVAC Room),31,G1
34-18-1-2,034-18 P3_생산동_옥상_DS-R925(P3-#11 계단실)-출문,31,T1
43-7-1-1,043-07 RD_GMP_1F_RD-1404(Storage-5),31,G1
51-40-1-1,51-40 ADC_GMP_2F_WH-2201(MAIN MATRIAL A/L 4-1),31,G1
514-62-1-1,514-62 P5_GMP_3F_DS-3265(MM MATERIAL A/L-1),31,G1
516-36-1-1,516-36 P5_MS동_2층_MS-2704(냉장창고 전실-1 (PHASE-1)),31,G1
700-49-1-2,700-49_P3 바이오프라자 방향 수동문 출문,31,T3
701-30-1-1,701-30 BP2_5층 University Main Swing Gate 입문,31,G4
013-37-1-1,013-37 P1_7F_DP-7504(Mechanical Room),30,G1
022-46-1-1,022-46 P2_커뮤니티동_3층_스튜디오-1,30,G1
025-1-1-1,025-01 P2_GMP_4F_DP-4603(CMP Control Room),30,G1
025-50-1-1,025-50 P2_GMP_4F_CM-4623(LN2 Storage),30,G1
203-3-1-1,203-03 P4_GMP_2F_SB-2272(EM EQUIPMENT STORAGE_2F),30,G1
30-44-1-1,030-44 P3_K-GMP_1F_WH-1111(Ambient Storage),30,G1
50-15-1-1,50-15 ADC_GMP_1F_WH-1105(U/F Room(Toxic)),30,G1
50-22-1-1,50-22 ADC_1F_MF-1702(폐기물수집실-2_지정),30,G1
50-7-1-1,50-07 ADC_1F_MF-1952(I/O ROOM),30,G1
505-7-1-1,505-07 P4_5층_P4-AD-5972(문서고-1),30,G1
512-23-1-1,512-23 P5_DS동_2층_DS-2501(WPT SYSTEM),30,G1
518-19-1-1,518-19 P5_UT동_3층_P5-UT-3401(공조실),30,G1
014-13-1-1,014-13 P1_K-GMP_1F_W1-1082(Sampling Entrance (W)),29,T2
035-44-1-1,035-44 P3_유틸리티동_3층_UT-3105(파우더룸(남)),29,G2
106-8-1-1,106-08 P4_GMP_1F_SB-1177(Waste A/L),29,G1
29-10-1-1,029-10 P3_생산동_1층_DS-1614(1F-EPS-1W),29,G1
301-16-1-1,301-16 P4_GMP_3F_SA-3174(Waste A/L),29,G1
504-5-1-1,504-05 P4_GMP_5F_P4-SA-5211(Techcore),29,G1
513-55-1-1,513-55 P5_GMP_2F_DS-2979(Key storage Room),29,G1
516-34-1-1,516-34 P5_GMP_2F_MS-2702(Packing Room-1),29,G1
52-68-1-1,52-68 ADC_3F_MF-3401(복도-4),29,T1
523-1-1-1,523-01 P5_DS동_Sub 로비 화물 Gate 입문,29,N1
022-48-1-1,022-48 P2_커뮤니티동_1층_Respect Room-1,28,G1
024-68-1-1,024-68 P2_K-GMP_2F_AD-2110(P2 QA Archive Room),28,G1
30-15-1-1,030-15 P3_생산동_1층_DS-1512(CIP CAUSTIC ACID 룸),28,G1
403-11-1-1,403-11 P4_GMP_4F_MF-4415(HVAC Room-5),28,G1
51-43-1-1,51-43 ADC_GMP_2F_WH-2207(MATERIAL A/L 4-2),28,G1
512-84-1-1,512-84 P5_GMP_3F_DS-3245(Waste A/L),28,G1
514-72-1-1,514-72 P5_GMP_3F_DS-3258A(STORAGE-4),28,G1
56-1-1-1,56-01 ADC 주차게이트_입차(승용),28,T2
56-2-1-1,56-02 ADC 주차게이트_출차(승용),28,T2
024-8-1-1,024-08 P2_GMP_1F_WH-1108(Material Buffer),27,G1
024-81-1-1,024-81 P2_DS동_2층_DS-2507(spare room),27,G1
033-60-1-1,033-60 P3_GMP_4F_QC-4177(Corridor ? 7),27,T1
033-64-1-1,033-64 P3_생산동_4층_AD-4344(교육운영실),27,G4
035-77-1-1,035-77 P3_GMP_3F_CO-3069(LN2 Storage),27,G1
34-46-1-1,034-46 P3_생산동_4F_AD-4412(HVAC Room-4),27,G1
511-53-1-1,511-53 P5_DS동_3층_DS-3124C(파우더실(남)),27,G2
012-3-1-1,012-03 DS-1403B(전기실 외부)#53,26,G1
014-25-1-1,014-25 W1-3050(Process Lab 입구)#185,26,T2
023-47-1-1,023-47-01-01 P2_DS동_2층_DS-2503(UPS실),26,G1
023-76-1-1,023-76 P2_GMP_5F_PD-5104(Cell Culture Process),26,G1
024-40-1-1,024-40 P2_K-GMP_1F_WH-1304(Dispensing Entrance(W)),26,T2
024-93-1-2,024-93-1-2 P2_DS동_1F_DS-1508(Waste Staging),26,G1
025-24-1-1,025-24 P2_GMP_5F_CM-5211(PP Cold storage-2),26,G1
033-25-1-1,033-25 P3_GMP_4F_PD-4140(LN2 Storage),26,G1
094-3-1-1,94-03 SBL2단지_삼성엔지니어링 가설사무실  메인로비 스피트게이트 -3 입문,26,N1
094-4-1-1,94-04 SBL2단지_삼성엔지니어링 가설사무실 메인로비 스피트게이트 -4 입문,26,N1
32-50-1-1,032-50 P3_생산동_3층_DS-3253(MSAT Storage),26,G1
52-97-1-1,52-97 ADC_GMP_3F_QC-3121(GOWNING A/L-3),26,G2
523-30-1-1,523-30 P5_임시보안동 화물 Gate 입문,26,T2
523-7-1-2,523-07 P5_DS동_UT 방향 S/G #2 출문,26,T3
700-16-1-1,700-16_개발동 후문 S/G #수동문-입문,26,T2
700-55-1-1,700-55_P3 P4방향 수동문 입문,26,T2
014-56-1-1,014-56 P1_GMP_3F_W1-3020(HVAC Room),25,G1
016-5-1-1,016-05 W-201(WWT 운영실)#205,25,G1
025-12-1-1,025-12 P2_DP동_5층_CM-5605(자재보관실),25,G1
035-49-1-1,035-49 P3_유틸리티동_3층_UT-3027(Air/C Room[북측]),25,G1
035-67-1-1,035-67 P3_GMP_3F_CO-3070(Waste Storage),25,G1
101-10-1-1,101-10 P4_1층_P4-MF-1519(산/염기 처리실),25,G1
103-14-1-1,103-14 P4_1층_P4-WH-1218(반입/반출실 DOCK),25,G1
34-43-1-1,034-43 P3_생산동_3F_DS-3414(HVAC ROOM-1),25,G1
50-11-1-1,50-11 ADC_GMP_1F_WH-1103(UT Hazardous Storage),25,G1
511-6-1-1,511-06 P5_DS동_1층_DS-1612(BATTERY ROOM),25,G1
512-24-1-1,512-24 P5_DS동_2층_DS-2401(공조기실),25,G1
52-65-1-1,52-65 ADC_GMP_3F_PD-3108(LN2 SUPPLY ROOM),25,G1
700-55-1-2,700-55_P3 P4방향 수동문 출문,25,T3
022-50-1-1,022-50 P2_커뮤니티동_1층_Change Room-1,24,G1
023-22-1-2,023-22 P2_GMP_1F_DS-1505(Utility Room) 출문,24,T3
024-96-1-1,024-96 P2_2F_DS-2501(HVAC Room),24,G1
104-3-1-1,104-03 P4_1층_P4-AD-1312(사무실-1),24,G1
407-10-1-1,407-10 P4_GMP_4F_QC-4229(Sample control room),24,G1
51-47-1-1,51-47 ADC_2F_MF-2401(복도-2),24,T1
519-16-1-1,519-16 P5_US동_1층_P5-US-1401(공조실),24,G1
022-50-1-2,022-50 P2_커뮤니티동_1층_Change Room-2,23,G1
023-60-1-1,023-60-01 P2_DS동_2층_DS-2505(전기실),23,G1
025-39-1-1,025-39 P2_GMP_5F_PD-5105(Cell Bank Storage),23,G1
035-32-1-1,035-32 P3_유틸리티동_1층_UT-1039(물탱크실),23,G1
103-16-1-1,103-16 P4_GMP_1F_WH-1712(Cold Room Buffer),23,G1
203-8-1-1,203-08 P4_GMP_2F_WH-2111(Toxic Storage),23,G1
205-1-1-1,205-01 P4_2층_P4-MF-2611(전기실-1),23,G1
34-87-1-1,034-87 P3_GMP_4F_P3-PD-4138(USP HALL),23,G1
38-1-1-1,038-01 P3_CT동_1층_W-101(출입구[남측]),23,T2
513-20-1-1,513-20 P5_DS동_2층_DS-2404(공조기실-3),23,G1
523-32-1-2,523-32 P5_임시보안동 SPEED GATE-2 출문,23,T3
600-3-1-1,600-03 BP2_1층_P4-A2-1309(IT 상황실 입문),23,T2
700-83-1-2,700-83_P3 UT 정문 수동문-출문,23,T2
700-87-1-1,700-87 미화대기실(남)(Q1-1301) 입문,23,N1
014-6-1-1,014-06 P1_GMP_1F_W1-1066(WH Material Airlock),22,G1
024-93-1-1,024-93-1-1 P2_DS동_1F_DS-1508(Waste Staging),22,G1
025-32-1-1,025-32-01 P2_DP동_5층_AD-5106(CEO 집무실),22,G1
033-36-1-1,033-36 P3_생산동_4층_QC-4611(4F-MCC-1E),22,G1
036-6-1-1,036-06 P3_폐수처리장_2층_W-206(MCC 실),22,G1
101-12-1-1,101-12 P4_1층_P4-MF-1642(MCC),22,G1
29-41-1-1,029-41 P3_GMP_1.5F_DS-A611(MCS I/O Room),22,G1
32-55-1-1,032-55 P3_GMP_3F_DS-3414(HVAC Room-4),22,G1
51-90-1-1,51-90 ADC_GMP_2F_DS-2139(GOWNING A/L 3-2(OUT)),22,G2
512-22-1-1,512-22 P5_DS동_2층_DS-2402(열교환실),22,G1
513-2-1-1,513-02 P5_DS동_1층_DS-1203B(파우더실(여)),22,G2
516-37-1-1,516-37 P5_GMP_2F_MS-2705(Coldroom Buffer-2),22,G1
523-29-1-2,523-29 P5_MS동_보안동 방향 화물 Gate 출문,22,T3
600-64-1-1,600-64 BP2_5층_P4-A2-5201(대강당 출석체크-1),22,G4
023-71-1-1,023-71 P2_GMP_4F_DS-4272(Waste Airlock (PP)),21,G1
024-35-1-1,024-35-01-01 P2_DP동_1층_WH-1717(MES상황실),21,G1
025-41-1-1,025-41 P2_5층_AD-5116,21,G1
035-19-1-1,035-19 P3_유틸리티동_1층_UT-1026(B/UTILITY 룸),21,G1
035-55-1-1,035-55 P3_유틸리티동_3층_UT-3023(공조기실[남측입문]),21,T2
035-63-1-1,035-63 P3_GMP_3F_CO-3074(Gas Utility),21,G1
102-1-1-1,102-01 P4_1층_P4-MF-1514(CIP ACID BASE ROOM),21,G1
402-11-1-1,402-11 P4_GMP_4F_MF-4414(HVAC Room-4),21,G1
50-19-1-1,50-19 ADC_1F_MF-1701(폐기물수집실-1_의료),21,G1
505-11-1-1,505-11 P4_5층_P4-MF-5648(MCC),21,G1
511-17-1-1,511-17 P5_DS동_2층_DS-2404(공조기실-3),21,G1
512-87-1-1,512-87 P5_DS동_RF층_DS-4905A(#5 엘리베이터(인화물용)),21,T1
519-17-1-1,519-17 P5_CT동_1층_P5-CT-1101(펌프실),21,G1
52-81-1-1,52-81 ADC_GMP_3F_QC-3123(Gowning A/L-2),21,G2
600-3-1-2,600-03 BP2_1층_P4-A2-1309(IT 상황실 출문),21,T3
700-16-1-2,700-16_개발동 후문 S/G #수동문-출문,21,T3
700-24-1-2,700-24_P1 UT1 방향 S/G #수동문 출문,21,T3
701-16-1-1,701-16_P4-BP2 브릿지 S/G #수동문 입문,21,T1
024-27-1-1,024-27-01-01 P2_DP동_1층_AD-1217(준비실),20,G2
024-47-1-1,024-47 P2_GMP_2F_DP-2603(DP I/O Room),20,G1
025-61-1-1,025-61 P2_GMP_4F_CM-4604(Waste Airlock),20,G1
033-6-1-1,033-06 P3_생산동_4층_AD-4917(교육장),20,G4
105-2-1-1,105-02 P4_1층_P4-MF-1511(WFI STORAGE ROOM),20,G1
401-5-1-1,401-05 P4_GMP_4F_QC-4220(LN2 Supply room-1),20,G1
50-8-1-1,50-08 ADC_GMP_1F_WH-1102(CRT Storage),20,G1
503-3-1-1,503-03 P4_5층_P4-MF-5645(MCC),20,G1
514-8-1-1,514-08 P5_DS동_1층_DS-1703(냉장기계실),20,G1
523-45-1-2,523-45  P5_MS동_보안동 방향 안면 S/G #2 출문,20,T3
523-8-1-1,523-08 P5_DS동_Spine 방향-2 S/G #1 입문,20,T2
700-26-1-2,700-26_P1 UT2 방향 S/G #수동문 출문,20,T3
700-35-1-2,700-35_P2 메인로비 수동문 출문,20,N1
800-2-1-1,800-02 New Jersey  Office  사무실 입문,20,T2
022-64-1-1,022-64 P2_커뮤니티동_1층_B-lab-3,19,G1
023-22-1-1,023-22 P2_GMP_1F_DS-1505(Utility Room) 입문,19,T2
